StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 13:02:26,2023-11-22 13:02:26,Survey Test,*******,100,0,True,2023-11-22 13:02:26,R_5tHUZ9G9FTw8ENU,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",1,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:26,2023-11-22 13:02:26,Survey Test,*******,100,0,True,2023-11-22 13:02:26,R_blJj3WvUPt3mdz8,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",3,Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
2023-11-22 13:02:26,2023-11-22 13:02:26,Survey Test,*******,100,0,True,2023-11-22 13:02:26,R_2sLOuKBzZSwHDFA,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",3,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
2023-11-22 13:02:27,2023-11-22 13:02:27,Survey Test,*******,100,0,True,2023-11-22 13:02:27,R_2nJnVHYPRMTM3Yi,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",None,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-11-22 13:02:27,2023-11-22 13:02:27,Survey Test,*******,100,0,True,2023-11-22 13:02:27,R_byeQZBdAQJrxyIu,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",None,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree
2023-11-22 13:02:27,2023-11-22 13:02:27,Survey Test,*******,100,0,True,2023-11-22 13:02:27,R_cTos8jSyHNWhIc6,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",4 or more,Yes,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:27,2023-11-22 13:02:27,Survey Test,*******,100,0,True,2023-11-22 13:02:27,R_0cznnGuArGhqMAu,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",2,Yes,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:27,2023-11-22 13:02:27,Survey Test,*******,100,0,True,2023-11-22 13:02:27,R_1Yr48TkjBnjuwfk,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",2,No,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
2023-11-22 13:02:28,2023-11-22 13:02:28,Survey Test,*******,100,0,True,2023-11-22 13:02:28,R_8zT7vifls3mHmbI,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",4 or more,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree
2023-11-22 13:02:28,2023-11-22 13:02:28,Survey Test,*******,100,0,True,2023-11-22 13:02:28,R_8jPl3MfnSpx9fD0,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 13:02:28,2023-11-22 13:02:28,Survey Test,*******,100,0,True,2023-11-22 13:02:28,R_3rs2X7IBmufDMrk,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",4 or more,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:28,2023-11-22 13:02:28,Survey Test,*******,100,0,True,2023-11-22 13:02:28,R_26xqBsXIEHmA0uO,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",1,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:28,2023-11-22 13:02:28,Survey Test,*******,100,0,True,2023-11-22 13:02:28,R_3f5nVOWPc3pgzvo,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",1,No,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree
2023-11-22 13:02:29,2023-11-22 13:02:29,Survey Test,*******,100,0,True,2023-11-22 13:02:29,R_b71G6m2fJJyICoe,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",None,No,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree
2023-11-22 13:02:29,2023-11-22 13:02:29,Survey Test,*******,100,0,True,2023-11-22 13:02:29,R_ahppsCrq47o5oqO,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",4 or more,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:02:29,2023-11-22 13:02:29,Survey Test,*******,100,0,True,2023-11-22 13:02:29,R_eL4nyEeLKfbDoi2,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",1,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:02:29,2023-11-22 13:02:29,Survey Test,*******,100,0,True,2023-11-22 13:02:29,R_73xdR9hltkKhiPs,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",3,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree
2023-11-22 13:02:29,2023-11-22 13:02:29,Survey Test,*******,100,0,True,2023-11-22 13:02:30,R_6hAL9JvEU89M3tQ,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",None,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 13:02:30,2023-11-22 13:02:30,Survey Test,*******,100,0,True,2023-11-22 13:02:30,R_0JtkQkEIH1wQkgC,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",None,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree
2023-11-22 13:02:30,2023-11-22 13:02:30,Survey Test,*******,100,0,True,2023-11-22 13:02:30,R_8pPrN0P1ZuM1B7o,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",4 or more,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree
2023-11-22 13:02:30,2023-11-22 13:02:30,Survey Test,*******,100,0,True,2023-11-22 13:02:30,R_6VGie282YbF7XLg,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",None,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:30,2023-11-22 13:02:30,Survey Test,*******,100,0,True,2023-11-22 13:02:30,R_8HfzXWiJcyKGzoG,*******,*******,*******,*******,*******,*******,test,,60 or older,"$30,000 - $49,000",3,Yes,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:31,2023-11-22 13:02:31,Survey Test,*******,100,0,True,2023-11-22 13:02:31,R_6QYYtC4VjdOdUO2,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",2,Yes,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:02:31,2023-11-22 13:02:31,Survey Test,*******,100,0,True,2023-11-22 13:02:31,R_3ltfwia4yxKeipM,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",3,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
2023-11-22 13:02:31,2023-11-22 13:02:31,Survey Test,*******,100,0,True,2023-11-22 13:02:31,R_bvCyE8qZPub2T1s,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",None,No,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree
2023-11-22 13:02:31,2023-11-22 13:02:31,Survey Test,*******,100,0,True,2023-11-22 13:02:31,R_bmtG6gNVbhzzoEe,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",1,Yes,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:31,2023-11-22 13:02:31,Survey Test,*******,100,0,True,2023-11-22 13:02:31,R_4U7K3VGmVEMBtZ4,*******,*******,*******,*******,*******,*******,test,,30-39,"$0 - $9,999",1,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:32,2023-11-22 13:02:32,Survey Test,*******,100,0,True,2023-11-22 13:02:32,R_eW2Y4MfqnO8Wz6C,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",1,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:02:32,2023-11-22 13:02:32,Survey Test,*******,100,0,True,2023-11-22 13:02:32,R_bf1A6lKZDtNHM9g,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",4 or more,No,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree
2023-11-22 13:02:32,2023-11-22 13:02:32,Survey Test,*******,100,0,True,2023-11-22 13:02:32,R_3CWLs3qTXP7Hwwu,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree
2023-11-22 13:02:32,2023-11-22 13:02:32,Survey Test,*******,100,0,True,2023-11-22 13:02:32,R_db5xFYMhP0wTX7M,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",1,No,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:02:32,2023-11-22 13:02:32,Survey Test,*******,100,0,True,2023-11-22 13:02:33,R_0SPmfVvQbF0kp82,*******,*******,*******,*******,*******,*******,test,,60 or older,"$90,000 - $109,000",None,Yes,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:02:33,2023-11-22 13:02:33,Survey Test,*******,100,0,True,2023-11-22 13:02:33,R_3CY8glZdMLZwGlE,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",4 or more,No,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 13:02:33,2023-11-22 13:02:33,Survey Test,*******,100,0,True,2023-11-22 13:02:33,R_4NntYJi1sULVsSG,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",None,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 13:02:33,2023-11-22 13:02:33,Survey Test,*******,100,0,True,2023-11-22 13:02:34,R_cSh8XB2VoetLOTA,*******,*******,*******,*******,*******,*******,test,,21-29,"$0 - $9,999",1,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
2023-11-22 13:02:34,2023-11-22 13:02:34,Survey Test,*******,100,0,True,2023-11-22 13:02:34,R_9sltzs2v1SVMIrc,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",1,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree
2023-11-22 13:02:34,2023-11-22 13:02:34,Survey Test,*******,100,0,True,2023-11-22 13:02:34,R_5tenIoqdalOl4yO,*******,*******,*******,*******,*******,*******,test,,60 or older,"$110,000 or more",3,Yes,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree
2023-11-22 13:02:34,2023-11-22 13:02:34,Survey Test,*******,100,0,True,2023-11-22 13:02:34,R_4GTdeeJ88YlGiDs,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",2,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 13:02:34,2023-11-22 13:02:34,Survey Test,*******,100,0,True,2023-11-22 13:02:34,R_eQkKval1iFk0WSW,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$50,000 - $69,000",4 or more,Yes,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree
2023-11-22 13:02:35,2023-11-22 13:02:35,Survey Test,*******,100,0,True,2023-11-22 13:02:35,R_00zXrGBmKsrYLnU,*******,*******,*******,*******,*******,*******,test,,21-29,"$50,000 - $69,000",2,No,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-11-22 13:02:35,2023-11-22 13:02:35,Survey Test,*******,100,0,True,2023-11-22 13:02:35,R_bjtFfbBslSzVddk,*******,*******,*******,*******,*******,*******,test,,30-39,"$110,000 or more",1,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 13:02:35,2023-11-22 13:02:35,Survey Test,*******,100,0,True,2023-11-22 13:02:35,R_cAT0I9X5Kdc0ILA,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",None,Yes,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree
2023-11-22 13:02:35,2023-11-22 13:02:35,Survey Test,*******,100,0,True,2023-11-22 13:02:35,R_eWhgtahu2Ctaq6W,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",3,No,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree
2023-11-22 13:02:35,2023-11-22 13:02:35,Survey Test,*******,100,0,True,2023-11-22 13:02:36,R_0fcVNLJP0ZzRnr8,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",4 or more,No,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree
2023-11-22 13:02:36,2023-11-22 13:02:36,Survey Test,*******,100,0,True,2023-11-22 13:02:36,R_6hzGFhMfVWUqpfw,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-11-22 13:02:36,2023-11-22 13:02:36,Survey Test,*******,100,0,True,2023-11-22 13:02:36,R_2fdXj22zzAWYrmm,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",3,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree
2023-11-22 13:02:36,2023-11-22 13:02:36,Survey Test,*******,100,0,True,2023-11-22 13:02:36,R_2sLS8G4FmTQhzNk,*******,*******,*******,*******,*******,*******,test,,40-49,"$50,000 - $69,000",2,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree
2023-11-22 13:02:36,2023-11-22 13:02:36,Survey Test,*******,100,0,True,2023-11-22 13:02:36,R_4JlaSVICne4ZaZg,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",1,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree
2023-11-22 13:02:37,2023-11-22 13:02:37,Survey Test,*******,100,0,True,2023-11-22 13:02:37,R_0Hhu4axLX3c03vE,*******,*******,*******,*******,*******,*******,test,,60 or older,"$0 - $9,999",1,Yes,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 13:02:37,2023-11-22 13:02:37,Survey Test,*******,100,0,True,2023-11-22 13:02:37,R_b3dEPNGVvlIZgQ6,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",1,Yes,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-11-22 13:02:37,2023-11-22 13:02:37,Survey Test,*******,100,0,True,2023-11-22 13:02:37,R_6wXk92iwsrBHiLk,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",1,No,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree
2023-11-22 13:02:37,2023-11-22 13:02:37,Survey Test,*******,100,0,True,2023-11-22 13:02:37,R_1ZmxwCbdawvYjRA,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",1,No,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree
2023-11-22 13:02:37,2023-11-22 13:02:37,Survey Test,*******,100,0,True,2023-11-22 13:02:37,R_3lsvITqFP9aTAnI,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",2,Yes,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree
2023-11-22 13:02:38,2023-11-22 13:02:38,Survey Test,*******,100,0,True,2023-11-22 13:02:38,R_eWqRgHMStTLKRaS,*******,*******,*******,*******,*******,*******,test,,60 or older,"$30,000 - $49,000",1,No,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree
2023-11-22 13:02:38,2023-11-22 13:02:38,Survey Test,*******,100,0,True,2023-11-22 13:02:38,R_5BUXoKofFAOkAx8,*******,*******,*******,*******,*******,*******,test,,30-39,"$10,000 - $29,000",3,Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree
